,sig
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 FIRST_COMPLETE_APP_TYPE_Mobile Web^2,-0.0635998202941
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.0635998202941
AMOUNT_TOTAL_DEDUCTIONS>=6394.5^3,-0.064687374964
AMOUNT_TOTAL_DEDUCTIONS>=6394.5^2,-0.064687374964
AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.064687374964
AMOUNT_TAX> 0.5 <11907.0 FIRST_COMPLETE_APP_TYPE_Mobile Web REQUIRED_TAKE_FLAG,-0.0705561250903
REQUIRED_TAKE_FLAG^3,-0.0732314044811
REQUIRED_TAKE_FLAG,-0.0732314044811
REQUIRED_TAKE_FLAG^2,-0.0732314044811
AMOUNT_TAX> 0.5 <11907.0,-0.0754189395371
AMOUNT_TAX> 0.5 <11907.0^3,-0.0754189395371
AMOUNT_TAX> 0.5 <11907.0^2,-0.0754189395371
AMOUNT_TAX<=0.5 FIRST_COMPLETE_APP_TYPE_Mobile Web REQUIRED_TAKE_FLAG,-0.0784468912024
REJECT_COUNT_1.0 AMOUNT_TOTAL_DEDUCTIONS>=6394.5 AMOUNT_TAX> 0.5 <11907.0,-0.0960495176006
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 FIRST_COMPLETE_APP_TYPE_Mobile Web COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.0966079480509
REJECT_COUNT_1.0^2 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.102523683262
REJECT_COUNT_1.0 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.102523683262
REJECT_COUNT_1.0 FIRST_COMPLETE_APP_TYPE_Mobile Web^2,-0.102523683262
REFUND_TRANSFER_FLAG AMOUNT_TOTAL_DEDUCTIONS>=6394.5 FIRST_COMPLETE_APP_TYPE_Mobile Web,-0.105360723085
REJECT_COUNT_1.0 AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.109958953973
REJECT_COUNT_1.0^2 AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.109958953973
REJECT_COUNT_1.0 AMOUNT_TOTAL_DEDUCTIONS>=6394.5^2,-0.109958953973
REFUND_TRANSFER_FLAG COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.117039704824
REFUND_TRANSFER_FLAG^2 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.117039704824
REFUND_TRANSFER_FLAG COST_PER_CUST> 5.5844650268554687 <103.12427520751953^2,-0.117039704824
REJECT_COUNT_1.0 AMOUNT_TAX<=0.5 REQUIRED_TAKE_FLAG,-0.12737317334
REFUND_TRANSFER_FLAG AMOUNT_TAX> 0.5 <11907.0,-0.145954267312
REFUND_TRANSFER_FLAG^2 AMOUNT_TAX> 0.5 <11907.0,-0.145954267312
REFUND_TRANSFER_FLAG AMOUNT_TAX> 0.5 <11907.0^2,-0.145954267312
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 COST_PER_CUST> 5.5844650268554687 <103.12427520751953^2,-0.146188325476
AMOUNT_TOTAL_DEDUCTIONS>=6394.5^2 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.146188325476
AMOUNT_TOTAL_DEDUCTIONS>=6394.5 COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.146188325476
REJECT_COUNT_-1^2 REFUND_TRANSFER_FLAG,-0.160286401716
REJECT_COUNT_-1 REFUND_TRANSFER_FLAG,-0.160286401716
REJECT_COUNT_-1 REFUND_TRANSFER_FLAG^2,-0.160286401716
REJECT_COUNT_-1 AMOUNT_TAX<=0.5^2,-0.167160048011
REJECT_COUNT_-1 AMOUNT_TAX<=0.5,-0.167160048011
REJECT_COUNT_-1^2 AMOUNT_TAX<=0.5,-0.167160048011
REFUND_TRANSFER_FLAG AMOUNT_TOTAL_DEDUCTIONS>=6394.5 AMOUNT_TAX> 0.5 <11907.0,-0.198591236575
AMOUNT_TAX<=0.5 AMOUNT_TOTAL_DEDUCTIONS>=6394.5 REQUIRED_TAKE_FLAG,-0.206914272109
REFUND_TRANSFER_FLAG^2 REQUIRED_TAKE_FLAG,-0.227308731228
REFUND_TRANSFER_FLAG REQUIRED_TAKE_FLAG^2,-0.227308731228
REFUND_TRANSFER_FLAG REQUIRED_TAKE_FLAG,-0.227308731228
REJECT_COUNT_-1 FIRST_COMPLETE_APP_TYPE_Mobile Web COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.272593684817
REJECT_COUNT_-1 AMOUNT_TAX<=0.5 AMOUNT_TOTAL_DEDUCTIONS>=6394.5,-0.272890444782
AMOUNT_TAX<=0.5 FIRST_COMPLETE_APP_TYPE_Mobile Web COST_PER_CUST> 5.5844650268554687 <103.12427520751953,-0.274005508645
